artist,artist_href,life,num_artworks
Jules Joseph Lefebvre,/en/jules-joseph-lefebvre,1836 - 1911,15
Heinrich Lefler,/en/heinrich-lefler,1863 - 1919,34
Jules Lefranc,/en/jules-lefranc,1887 - 1972,33
Silvestro Lega,/en/silvestro-lega,1826 - 1895,78
Fernand Leger,/en/fernand-leger,1881 - 1955,446
Wilhelm Leibl,/en/wilhelm-leibl,1844 - 1900,26
Edmund Blair Leighton,/en/edmund-blair-leighton,1852 - 1922,25
Frederic Leighton,/en/frederic-leighton,1830 - 1896,108
William Leighton Leitch,/en/william-leighton-leitch,1804 - 1883,39
Daan Lemaire,/en/daan-lemaire,born 1942,15
Polychronis Lembesis,/en/polychronis-lembesis,1848 - 1913,24
Jean Paul Lemieux,/en/jean-paul-lemieux,1904 - 1990,32
Georges Lemmen,/en/georges-lemmen,1865 - 1916,28
François Lemoyne,/en/francois-lemoyne,1688 - 1737,18
Tamara de Lempicka,/en/tamara-de-lempicka,1898 - 1980,93
Charles-Amable Lenoir,/en/charles-amable-lenoir,1860 - 1926,9
Aristarkh Lentulov,/en/aristarkh-lentulov,1882 - 1943,30
Devin Leonardi,/en/devin-leonardi,1981 - 2014,16
Zoe Lerman,/en/zoe-lerman,1934 - 2014,41
Eugene Leroy,/en/eugene-leroy,1910 - 2000,65
Paul Leroy,/en/paul-leroy,1860 - 1942,18
Karl Lessing,/en/karl-lessing,1808 - 1880,25
Félix Louis Leullier,/en/felix-louis-leullier,1811 - 1882,5
Leo Leuppi,/en/leo-leuppi,1893 - 1972,34
Emanuel Leutze,/en/emanuel-gottlieb-leutze,1816 - 1868,11
Dana Levin,/en/dana-levin,born 1969,10
Sherrie Levine,/en/sherrie-levine,born 1947,11
Isaac Levitan,/en/isaac-levitan,1860 - 1900,450
Dmitry Levitzky,/en/dmitry-levitzky,c.1735 - 1822,113
Edmonia Lewis,/en/edmonia-lewis,1844 - 1907,14
John Frederick Lewis,/en/john-frederick-lewis,1804 - 1876,116
Maud Lewis,/en/mod-lyuis,1903 - 1970,18
Norman Lewis,/en/norman-lewis,1909 - 1979,21
Wyndham Lewis,/en/wyndham-lewis,1882 - 1957,41
Sol LeWitt,/en/sol-lewitt,1928 - 2007,74
Frank Xavier Leyendecker,/en/frank-xavier-leyendecker,1876 - 1924,17
J. C. Leyendecker,/en/j-c-leyendecker,1874 - 1951,34
Judith Leyster,/en/judith-leyster,1609 - 1660,23
André Lhote,/en/andr-lhote,1885 - 1962,24
Li Cheng,/en/li-cheng,919 - 967,9
Li Chevalier,/en/li-chevalier,born 1961,60
Li Tang,/en/li-tang,c.1050 - c.1130,4
Alexander Liberman,/en/alexander-liberman,1912 - 1999,16
Roy Lichtenstein,/en/roy-lichtenstein,1923 - 1997,152
James Licini,/en/james-licini,born 1937,11
Max Liebermann,/en/max-liebermann,1847 - 1935,71
Jan Lievens,/en/jan-lievens,1607 - 1674,25
Antonio Ligabue,/en/antonio-ligabue,1899 - 1965,29
David Ligare,/en/david-ligare,born 1945,15
Limbourg brothers,/en/limbourg-brothers,c.1385 - c.1416,150
Maya Lin,/en/maya-lin,born 1959,20
Richard Lindner,/en/richard-lindner,1901 - 1978,69
Jean-Étienne Liotard,/en/jean-etienne-liotard,1702 - 1789,90
Jacques Lipchitz,/en/jacques-lipchitz,1891 - 1973,12
Filippino Lippi,/en/filippino-lippi,1457 - 1504,35
Filippo Lippi,/en/filippo-lippi,c.1406 - 1469,98
Pat Lipsky,/en/pat-lipsky,born 1941,30
Arthur Lismer,/en/arthur-lismer,1885 - 1969,17
Lo Scheggia,/en/lo-scheggia,1406 - 1486,55
Frank Lobdell,/en/frank-lobdell,1921 - 2013,16
Volodymyr Loboda,/en/vladimir-loboda,born 1943,30
Aldo Locatelli,/en/aldo-locatelli,1915 - 1974,13
Romualdo Locatelli,/en/romualdo-locatelli,1905 - c.1943,35
Stefan Lochner,/en/stefan-lochner,c.1410 - 1451,33
Verena Loewensberg,/en/verena-loewensberg,1912 - 1986,28
Bertold Löffler,/en/bertold-loffler,1874 - 1960,6
Kimon Loghi,/en/kimon-loghi,1873 - 1952,42
William Logsdail,/en/william-logsdail,1859 - 1944,46
Richard Paul Lohse,/en/richard-paul-lohse,1902 - 1988,39
Gustave Loiseau,/en/gustave-loiseau,1865 - 1935,258
Charles Long,/en/charles-long,born 1958,10
Richard Long,/en/richard-long,born 1945,12
Barbara Longhi,/en/barbara-longhi,1552 - 1638,5
Pietro Longhi,/en/pietro-longhi,1701 - 1785,71
Gregorio Lopes,/en/gregorio-lopes,c.1490 - 1550,15
Antonio Lopez Garcia,/en/antonio-lopez,born 1936,12
Christian August Lorentzen,/en/christian-august-lorentzen,1749 - 1828,19
Ambrogio Lorenzetti,/en/ambrogio-lorenzetti,c.1290 - 1348,20
Pietro Lorenzetti,/en/pietro-lorenzetti,c.1280 - 1348,24
Claude Lorrain,/en/claude-lorrain,c.1600 - 1682,94
Joseph Lorusso,/en/joseph-lorusso,born 1966,18
Lorenzo Lotto,/en/lorenzo-lotto,c.1480 - 1556,112
Károly Lotz,/en/karoly-lotz,1833 - 1904,93
Marcelle Loubchansky,/en/marcelle-loubchansky,1917 - 1988,17
Morris Louis,/en/morris-louis,1912 - 1962,111
Seraphine Louis,/en/seraphine-louis,1864 - 1942,14
Louisa Matthiasdottir,/en/louisa-matthiasdottir,1917 - 2000,39
Camilla Low,/en/camilla-low,born 1976,14
Arthur Lowe,/en/arthur-lowe,1865 - 1940,2
L. S. Lowry,/en/l-s-lowry,1887 - 1976,136
Manuel Rodríguez Lozano,/en/manuel-rodriguez-lozano,born 1891,11
Raul Lozza,/en/raul-lozza,1911 - 2008,15
Gherasim Luca,/en/gherasim-luca,1913 - 1994,38
Maximilien Luce,/en/maximilien-luce,1858 - 1941,165
Stefan Luchian,/en/stefan-luchian,1868 - 1917,89
Rubem Ludolf,/en/rubem-ludolf,1932 - 2010,13
Konrad Lueg,/en/konrad-lueg,1939 - 1996,20
Bernardino Luini,/en/bernardino-luini,c.1480 - 1532,29
Sven Lukin,/en/sven-lukin,born 1934,17
George Luks,/en/george-luks,1867 - 1933,61
Vilhelm Lundstrom,/en/vilhelm-lundstrom,1893 - 1950,10
Jan Luyken,/en/jan-luyken,1649 - 1712,49
José Luzán,/en/jose-luzan,1710 - 1785,5
Viktor Lyapkalo,/en/viktor-lyapkalo,born 1956,20
Albert Lynch,/en/albert-lynch,1860 - 1950,23
David Lynch,/en/david-lynch,born 1946,33
Nikolaos Lytras,/en/nikolaos-lytras,1883 - 1927,50
Ma Yuan,/en/ma-yuan,c.1160 - 1225,14
Dora Maar,/en/dora-maar,1907 - 1997,14
Manabu Mabe,/en/manabu-mabe,1924 - 1997,23
Mabuse,/en/mabuse,c.1478 - 1532,58
Frances Macdonald,/en/frances-macdonald-macnair,1873 - 1921,23
J. E. H. MacDonald,/en/j-e-h-macdonald,1873 - 1932,41
Jock Macdonald,/en/jock-macdonald,1897 - 1960,16
Margaret Macdonald,/en/margaret-macdonald,1864 - 1933,21
Joe Machine,/en/joe-machine,born 1973,48
Heinz Mack,/en/heinz-mack,born 1931,16
August Macke,/en/august-macke,1887 - 1914,128
Landon Mackenzie,/en/landon-mackenzie,born 1954,10
Charles Rennie Mackintosh,/en/charles-rennie-mackintosh,1868 - 1928,50
Ligia Macovei,/en/ligia-macovei,1916 - 1998,49
Robert MacPherson,/en/robert-macpherson,born 1937,13
Conroy Maddox,/en/conroy-maddox,1912 - 2005,54
Luis de Madrazo y Kuntz,/en/luis-de-madrazo-y-kuntz,1825 - 1897,14
Nicolaes Maes,/en/nicolaes-maes,c.1634 - c.1693,66
Alberto Magnelli,/en/alberto-magnelli,1888 - 1970,35
Rene Magritte,/en/rene-magritte,1898 - 1967,371
Vivian Maier,/en/vivian-maier,1926 - 2009,10
Albert Maignan,/en/albert-maignan,1845 - 1908,19
Aristide Maillol,/en/aristide-maillol,1861 - 1944,18
Juan Bautista Maíno,/en/juan-bautista-maino,1581 - 1649,30
Benoit Maire,/en/benoit-maire,born 1978,12
Michel Majerus,/en/michel-majerus,1967 - 2002,20
Konstantin Makovsky,/en/konstantin-makovsky,1839 - 1915,366
Vladimir Makovsky,/en/vladimir-makovsky,1846 - 1920,114
Vsevolod Maksymovych,/en/vsevolod-maksymovych,1894 - 1914,16
Petros Malayan,/en/petros-malayan,1927 - 1997,147
Jacek Malczewski,/en/jacek-malczewski,1854 - 1929,139
Tomas Maldonado,/en/tomas-maldonado,born 1922,15
Konstantinos Maleas,/en/konstantinos-maleas,1879 - 1928,43
Kazimir Malevich,/en/kazimir-malevich,1879 - 1935,353
Anita Malfatti,/en/anita-malfatti,1889 - 1964,35
Małgorzata Serwatka,/en/malgorzata-serwatka,born 1960,159
Jose Malhoa,/en/jose-malhoa,1857 - 1929,19
Malte Sonnenfeld,/en/malte-sonnenfeld,born c.1967,30
Filipp Malyavin,/en/filipp-malyavin,1869 - 1940,39
Yulia Mamontova,/en/yulia-mamontova,born 1980,13
Vicente Manansala,/en/vicente-manansala,1910 - 1981,22
Antonio Mancini,/en/antonio-mancini,1852 - 1930,22
Alfred Manessier,/en/alfred-manessier,1911 - 1993,48
Edouard Manet,/en/edouard-manet,1832 - 1883,235
Inigo Manglano-Ovalle,/en/inigo-manglano-ovalle,born 1961,13
Robert Mangold,/en/robert-mangold,born 1937,37
Henri Manguin,/en/henri-manguin,1874 - 1949,16
Abraham Manievich,/en/abraham-manievich,1881 - 1941,52
Nicolae Maniu,/en/nicolae-maniu,born 1944,19
Jan Mankes,/en/jan-mankes,1889 - 1920,72
Arman Manookian,/en/arman-manookian,1904 - 1931,26
Sliman Mansour,/en/sliman-mansour,born 1947,17
Ustad Mansur,/en/ustad-mansur,fl.c. 1620,16
Andrea Mantegna,/en/andrea-mantegna,c.1431 - 1506,147
Manuela Sambo,/en/manuela-sambo,born 1964,24
Ludwig Manzel,/en/ludwig-manzel,1858 - 1936,22
Piero Manzoni,/en/piero-manzoni,1933 - 1963,22
Giacomo Manzu,/en/giacomo-manzu,1908 - 1991,18
Franz Marc,/en/franz-marc,1880 - 1916,120
Conrad Marca-Relli,/en/conrad-marca-relli,1913 - 2000,61
Ivan Marchuk,/en/ivan-marchuk,born 1936,41
René Marcil,/en/rene-marcil,1917 - 1993,19
Louis Marcoussis,/en/louis-marcoussis,1878 - 1941,52
Brice Marden,/en/brice-marden,born 1938,124
Marevna (Marie Vorobieff),/en/marevna-marie-vorobieff,1892 - 1984,61
Viorel Marginean,/en/viorel-marginean,born 1933,46
Boris Margo,/en/boris-margo,1902 - 1995,21
Carlo Maria Mariani,/en/carlo-maria-mariani,born 1931,17
Marcel Marien,/en/marcel-marien,1920 - 1993,17
John Marin,/en/john-marin,1870 - 1953,24
Marina Pallares,/en/marina-pallares,born 1980,62
Marino Marini,/en/marino-marini,1901 - 1980,18
Marinus van Reymerswaele,/en/marinus-van-reymerswaele,c.1490 - c.1546,10
Joseph Marioni,/en/joseph-marioni,born 1943,16
Oliver Mark,/en/oliver-mark,born 1963,36
Bernardo Marques,/en/bernardo-marques,1898 - 1962,19
Albert Marquet,/en/albert-marquet,1875 - 1947,47
Kerry James Marshall,/en/kerry-james-marshal,born 1955,21
Agnes Martin,/en/agnes-martin,1912 - 2004,57
Henri Martin,/en/henri-martin,1860 - 1943,408
John Martin,/en/john-martin,1789 - 1854,32
Xavier Martinez,/en/xavier-martinez,1869 - 1943,21
Simone Martini,/en/simone-martini,1284 - 1344,10
Nikola Martinoski,/en/nikola-martinoski,1903 - 1973,15
Aldemir Martins,/en/aldemir-martins,1922 - 2006,38
Jorge Martins,/en/jorge-martins,born 1940,16
Maruja Mallo,/en/maruja-mallo,1902 - 1995,21
Masaccio,/en/masaccio,1401 - 1428,27
Georgi Mashev,/en/georgi-mashev,1887 - 1946,28
Ilya Mashkov,/en/ilya-mashkov,1881 - 1944,219
Vicente Juan Masip,/en/vicente-juan-masip,c.1507 - 1579,17
Frank Mason,/en/frank-mason,1921 - 2009,118
George Hemming Mason,/en/george-hemming-mason,1818 - 1872,23
Nyoman Masriadi,/en/nyoman-masriadi,born 1973,39
Francesc Masriera,/en/francesc-masriera,1842 - 1902,18
Andre Masson,/en/andre-masson,1896 - 1987,122
Hassan Massoudy,/en/hassan-massoudy,born 1944,19
Master Francke,/en/master-francke,born c.1380,20
Master of the Small Landscapes,/en/master-of-the-small-landscapes,fl.c. 1550,43
Iurie Matei,/en/iurie-matei,born 1968,20
Jan Matejko,/en/jan-matejko,1838 - 1893,239
Georges Mathieu,/en/georges-mathieu,1921 - 2012,22
Paul Mathiopoulos,/en/paul-mathiopoulos,1876 - 1956,32
Henri Matisse,/en/henri-matisse,1869 - 1954,1008
Matsutani,/en/matsutani,born 1937,27
Quentin Matsys,/en/quentin-matsys,1466 - 1530,37
Roberto Matta,/en/roberto-matta,1911 - 2002,24
Janos Mattis-Teutsch,/en/janos-mattis-teutsch,1884 - 1960,108
Maxime Maufra,/en/maxime-maufra,1861 - 1918,159
Charles Maurin,/en/charles-maurin,1856 - 1914,18
Anton Mauve,/en/anton-mauve,1838 - 1888,20
Almir Mavignier,/en/almir-mavignier,born 1925,14
George Mavroides,/en/george-mavroides,1912 - 2003,27
Gabriel von Max,/en/gabriel-von-max,1840 - 1915,33
Peter Max,/en/peter-max,born 1937,26
Florin Maxa,/en/florin-maxa,born 1943,16
M. H. Maxy,/en/m-h-maxy,1895 - 1971,46
Giuseppe Mazzolini,/en/giuseppe-mazzolini,1806 - 1876,15
Galliano Mazzon,/en/galliano-mazzon,1896 - 1978,15
Henry Arthur McArdle,/en/henry-arthur-mcardle,1836 - 1908,11
Allan McCollum,/en/allan-mccollum,born 1944,20
John McCracken,/en/john-mccracken,1934 - 2011,42
Frederick McCubbin,/en/frederick-mccubbin,1855 - 1917,25
Jerry W. McDaniel,/en/jerry-w-mcdaniel,born 1935,11
Barbara McGivern,/en/barbara-mcgivern,born 1957,0
John McLaughlin,/en/john-mclaughlin,1898 - 1976,29
Jon Mcnaughton,/en/jon-mcnaughton,born c.1970,29
Mikuláš Medek,/en/mikulas-medek,1926 - 1974,20
Laszlo Mednyanszky,/en/laszlo-mednyanszky,1852 - 1919,54
Guy Mees,/en/guy-mees,1935 - 2003,15
Hatip Mehmed Efendi,/en/hatip-mehmed-efendi,c.1680 - 1773,13
Józef Mehoffer,/en/jozef-mehoffer,1869 - 1946,55
Julie Mehretu,/en/julie-mehretu,born 1970,15
Howard Mehring,/en/howard-mehring,1931 - 1978,25
Cildo Meireles,/en/cildo-meireles,born 1948,14
Victor Meirelles,/en/victor-meirelles,1832 - 1903,14
Ernest Meissonier,/en/ernest-meissonier,1815 - 1891,27
Anton Melbye,/en/anton-melbye,1818 - 1875,16
Max Meldrum,/en/max-meldrum,1875 - 1955,13
Vadym Meller,/en/vadym-meller,1884 - 1962,17
Xavier Mellery,/en/xavier-mellery,1845 - 1921,39
Fausto Melotti,/en/fausto-melotti,1901 - 1986,15
Francesco Melzi,/en/francesco-melzi,1491 - 1570,16
Hans Memling,/en/hans-memling,c.1430 - 1494,165
Ana Mendieta,/en/ana-mendieta,1948 - 1985,14
Jesús Meneses del Barco,/en/jesus-meneses-del-barco,1922 - 2004,24
Menez,/en/menez,1926 - 1995,29
Anton Raphael Mengs,/en/anton-raphael-mengs,1728 - 1779,61
Adolph Menzel,/en/adolph-menzel,1815 - 1905,47
Maria Sibylla Merian,/en/maria-sibylla-merian,1647 - 1717,35
Carlos Merida,/en/carlos-merida,1891 - 1984,35
Luc-Olivier Merson,/en/luc-olivier-merson,1847 - 1920,100
Charles Meryon,/en/charles-meryon,1821 - 1868,18
Jerome Mesnager,/en/jerome-mesnager,born 1961,15
Jean Messagier,/en/jean-messagier,1920 - 1999,34
Antonello da Messina,/en/antonello-da-messina,c.1430 - 1479,41
Mestre Ataíde,/en/mestre-ata-de,1762 - 1830,15
Ivan Mestrovic,/en/ivan-mestrovic,1883 - 1962,13
Willard Metcalf,/en/willard-metcalf,1858 - 1925,122
Leopoldo Metlicovitz,/en/leopoldo-metlicovitz,1868 - 1944,41
Gabriel Metsu,/en/gabriel-metsu,1629 - 1667,49
Gustav Metzger,/en/gustav-metzger,born 1926,11
Jean Metzinger,/en/jean-metzinger,1883 - 1956,81
Adam van der Meulen,/en/adam-van-der-meulen,1632 - 1690,41
Melissa Meyer,/en/melissa-meyer,born 1946,18
Corneliu Michailescu,/en/corneliu-michailescu,1898 - 1965,22
Piotr Michałowski,/en/piotr-michalowski,1800 - 1855,23
Henri Michaux,/en/henri-michaux,1899 - 1984,25
Michelangelo,/en/michelangelo,1475 - 1564,182
Arturo Michelena,/en/arturo-michelena,1863 - 1898,32
Grégoire Michonze,/en/gr-goire-michonze,1902 - 1982,55
Georg Miciú,/en/georg,born 1946,15
Frans van Mieris the Elder,/en/frans-van-mieris-the-elder,1635 - 1681,23
Vincenzo Migliaro,/en/vincenzo-migliaro,1858 - 1938,18
Mihai Sârbulescu,/en/mihai-sarbulescu,born 1957,12
Mihri Musfik,/en/mihri-musfik,1886 - 1954,6
Ivan Milev,/en/ivan-milev,1897 - 1927,28
Beatriz Milhazes,/en/beatriz-milhazes,born 1960,32
John Everett Millais,/en/john-everett-millais,1829 - 1896,107
John Miller,/en/john-miller,1931 - 2002,82
Francis Davis Millet,/en/francis-davis-millet,1847 - 1912,43
Jean-Francois Millet,/en/jean-francois-millet,1814 - 1875,129
Milos Pavlovic,/en/milos-pavlovic,born c.1995,11
D. Jeffrey Mims,/en/d-jeffrey-mims,born 1954,10
Nieves Mingueza,/en/nieves-mingueza,born 1971,20
Jean Miotte,/en/jean-miotte,born 1926,19
George Demetrescu Mirea,/en/george-demetrescu-mirea,1852 - 1934,23
Joan Miro,/en/joan-miro,1893 - 1983,201
Gennady Mironov,/en/gennady-mironov,born 1961,18
Boyukagha Mirzazade,/en/boyukagha-mirzazade,1921 - 2007,16
Miss.Tic,/en/miss-tic,born 1956,13
Charles William Mitchell,/en/charles-william-mitchell,1854 - 1903,8
Joan Mitchell,/en/joan-mitchell,1925 - 1992,62
Anton Mitov,/en/anton-mitov,1862 - 1930,13
Tosa Mitsuoki,/en/tosa-mitsuoki,1617 - 1691,14
Paula Modersohn-Becker,/en/paula-modersohn-becker,1876 - 1907,102
Amedeo Modigliani,/en/amedeo-modigliani,1884 - 1920,349
Nasreen Mohamedi,/en/nasreen-mohamedi,1937 - 1990,27
Mohammad Hadi Tajvidi,/en/mohammad-hadi-tajvidi,1892 - 1940,6
Bahman Mohasses,/en/bahman-mohasses,1931 - 2010,30
Laszlo Moholy-Nagy,/en/laszlo-moholy-nagy,1895 - 1946,70
Louise Moillon,/en/louise-moillon,1609 - 1696,14
Jan Miense Molenaer,/en/jan-miense-molenaer,1610 - 1668,35
Guido Molinari,/en/guido-molinari,1933 - 2004,26
Pierre Molinier,/en/pierre-molinier,1900 - 1976,10
Lorenzo Monaco,/en/lorenzo-monaco,1370 - 1425,10
Aldo Mondino,/en/aldo-mondino,1938 - 2005,25
Piet Mondrian,/en/piet-mondrian,1872 - 1944,100
Claude Monet,/en/claude-monet,1840 - 1926,1365
Kent Monkman,/en/kent-monkman,born 1965,87
Roberto Montenegro,/en/robert-montenegro,1885 - 1968,9
Adolphe Joseph Thomas Monticelli,/en/adolphe-joseph-thomas-monticelli,1824 - 1886,39
Montserrat Gudiol,/en/montserrat-gudiol,1933 - 2015,16
Jeremy Moon,/en/jeremy-moon,1934 - 1973,39
Albert Joseph Moore,/en/albert-joseph-moore,1841 - 1893,43
Henry Moore,/en/henry-moore,1898 - 1986,35
Henry Moore,/en/henry-moore-ra,1831 - 1895,13
Stephen Mopope,/en/stephen-mopope,1898 - 1974,17
Graca Morais,/en/graca-morais,born 1942,20
Yiannis Moralis,/en/yiannis-moralis,1916 - 2009,82
Thomas Moran,/en/thomas-moran,1837 - 1926,80
Giorgio Morandi,/en/giorgio-morandi,1890 - 1964,67
Gustave Moreau,/en/gustave-moreau,1826 - 1898,167
Johannes Moreelse,/en/johannes-moreelse,c.1603 - 1634,11
Francois Morellet,/en/francois-morellet,born 1926,33
Frederick Morgan,/en/frederick-morgan,c.1850 - 1927,59
David Morier,/en/david-morier,c.1705 - 1770,13
Berthe Morisot,/en/berthe-morisot,1841 - 1895,242
George Morland,/en/george-morland,1763 - 1804,87
Malcolm Morley,/en/malcolm-morley,born 1931,19
Desmond Morris,/en/desmond-morris,born 1928,38
Robert Morris,/en/robert-morris,1931 - 2018,24
Sarah Morris,/en/sarah-morris,born 1967,15
William Morris,/en/william-morris,1834 - 1896,18
Norval Morrisseau,/en/norval-morrisseau,born 1931,85
Samuel Morse,/en/samuel-morse,1791 - 1872,51
Richard Mortensen,/en/richard-mortensen,1910 - 1993,12
Morteza Katouzian,/en/morteza-katouzian,born 1943,54
Koloman Moser,/en/koloman-moser,1868 - 1918,197
Olivier Mosset,/en/olivier-mosset,born 1944,17
Robert Motherwell,/en/robert-motherwell,1915 - 1991,50
Archibald Motley,/en/archibald-motley,c.1891 - c.1981,45
Sadamasa Motonaga,/en/sadamasa-motonaga,1922 - 2011,28
Henri-Paul Motte,/en/henri-motte,1846 - 1922,12
Ivan Mrkviсka,/en/ivan-mrkvicka,1856 - 1938,56
Sun Mu,/en/sun-mu,born c.1972,21
John Muafangejo,/en/john-muafangejo,1943 - 1987,17
Alphonse Mucha,/en/alphonse-mucha,1860 - 1939,158
Leonid Muchnyk,/en/leonid-muchnyk,1896 - 1966,9
Otto Muehl,/en/otto-myul,1925 - 2013,34
Otto Mueller,/en/otto-mueller,1874 - 1930,188
Stephen Mueller,/en/stephen-mueller,1947 - 2011,10
Hugo Mühlig,/en/hugo-muhlig,1854 - 1929,58
Omer Mujadžić,/en/omer-mujadzic,1903 - 1991,25
Craig Mullins,/en/craig-mullins,born 1964,34
Augustus Edwin Mulready,/en/augustus-edwin-mulready,1844 - 1904,31
Bruno Munari,/en/bruno-munari,1907 - 1998,33
Edvard Munch,/en/edvard-munch,1863 - 1944,191
Vik Muniz,/en/vik-muniz,born 1961,22
Martin Munkácsi,/en/martin-munkacsi,1896 - 1963,50
Mihaly Munkacsy,/en/mihaly-munkacsy,1844 - 1900,35
Gabriele Munter,/en/gabriele-munter,1877 - 1962,33
Takashi Murakami,/en/takashi-murakami,born 1962,45
Mykola Murashko,/en/mykola-murashko,1844 - 1909,13
Oleksandr Murashko,/en/oleksandr-murashko,1875 - 1919,27
Bartolome Esteban Murillo,/en/bartolome-esteban-murillo,1617 - 1682,192
Catherine Murphy,/en/catherine-murphy,born 1946,10
Ahmad Musa,/en/ahmad-musa,fl.c. 1320,14
Wangechi Mutu,/en/wangechi-mutu,born 1972,10
Samuel Mutzner,/en/samuel-mutzner,1884 - 1959,68
Grigoriy Myasoyedov,/en/grigoriy-myasoyedov,1834 - 1911,28
Dimitris Mytaras,/en/dimitris-mytaras,born 1934,70
Carlos Nadal,/en/carlos-nadal,1917 - 1998,10
Felix Nadar,/en/nadar,1820 - 1910,247
Istvan Nagy,/en/istvan-nagy,1873 - 1937,35
Nakagawa Soen,/en/nakagawa-soen,1907 - 1984,9
Nakahara Nantenbo,/en/nakahara-nantenbo,1839 - 1925,25
Doreen Reid Nakamarra,/en/doreen-reid-nakamarra,c.1955 - 2009,10
Kazuo Nakamura,/en/kazuo-nakamura,1926 - 2002,37
Tadashi Nakayama,/en/tadashi-nakayama,born 1927,25
Reuben Nakian,/en/reuben-nakian,1897 - 1986,26
Dmitry Nalbandyan,/en/dmitry-nalbandyan,1906 - 1993,8
Francis Naranjo,/en/francis-naranjo,born 1961,47
Akkitham Narayanan,/en/akkitham-narayanan,born 1939,17
Heorhiy Narbut,/en/heorhiy-narbut,1886 - 1920,110
Paul Nash,/en/paul-nash,1889 - 1946,133
Rafa Nasiri,/en/rafa-nasiri,born 1940,18
August Natterer,/en/august-natterer,1868 - 1933,11
Jean-Marc Nattier,/en/jean-marc-nattier,1685 - 1766,19
Bruce Nauman,/en/bruce-nauman,born 1941,15
Vangel Naumovski,/en/vangel-naumovski,1924 - 2006,22
Ernst Wilhelm Nay,/en/ernst-wilhelm-nay,1902 - 1968,35
Vyacheslav Nazaruk,/en/vyacheslav-nazaruk,born 1941,45
Paul Neagu,/en/paul-neagu,1938 - 2004,0
Radi Nedelchev,/en/radi-nedelchev,1938 - 2007,25
Alice Neel,/en/alice-neel,1900 - 1984,25
Edgar Negret,/en/edgar-negret,1920 - 2012,10
LeRoy Neiman,/en/leroy-neiman,1921 - 2012,22
Plautilla Nelli,/en/plautilla-nelli,1524 - 1588,8
Nemanja Vuckovic,/en/nemanja-vuckovic,born 1990,25
Aurelie Nemours,/en/aurelie-nemours,1910 - 2005,22
Odd Nerdrum,/en/odd-nerdrum,born 1944,114
Manuel Neri,/en/manuel-neri,born 1930,16
Eduardo Nery,/en/eduardo-nery,1938 - 2013,40
Shirin Neshat,/en/shirin-neshat,born 1957,16
Mikhail Nesterov,/en/mikhail-nesterov,1862 - 1942,138
Ernesto Neto,/en/ernesto-neto,born 1964,10
Louise Nevelson,/en/louise-nevelson,1899 - 1988,15
C. R. W. Nevinson,/en/c-r-w-nevinson,1889 - 1946,104
Barnett Newman,/en/barnett-newman,1905 - 1970,86
Esther Newport,/en/esther-newport,1901 - 1986,11
Victo Ngai,/en/victo-ngai,born 1988,12
Ni Zan,/en/ni-zan,1301 - 1374,7
Costas Niarchos,/en/costas-niarchos,born 1945,22
Houria Niati,/en/houria-niati,born 1948,28
Nicholas of Verdun,/en/nicholas-of-verdun,c.1130 - c.1230,57
Ben Nicholson,/en/ben-nicholson,1894 - 1982,22
Winifred Nicholson,/en/winifred-nicholson,1893 - 1981,12
Robert Nickle,/en/robert-nickle,1919 - 1980,13
Ion Nicodim,/en/ion-nicodim,1932 - 2007,8
Gil Nicolescu,/en/gil-nicolescu,1942 - 2020,25
Kay Nielsen,/en/kay-nielsen,1886 - 1957,43
Mario Nigro,/en/mario-nigro,1917 - 1992,10
Ivan Nikitin,/en/ivan-nikitin,c.1690 - 1741,19
Nikos Nikolaou,/en/nikos-nikolaou,1909 - 1986,35
Ike no Taiga,/en/ike-no-taiga,1723 - 1776,45
Noguchi Isamu,/en/noguchi-isamu,1904 - 1988,53
Sa Nogueira,/en/sa-nogueira,1921 - 2002,27
Sidney Nolan,/en/sidney-nolan,1917 - 1992,22
Kenneth Noland,/en/kenneth-noland,1924 - 2010,0
Emil Nolde,/en/emil-nolde,1867 - 1956,50
Marianne North,/en/marianne-north,1830 - 1890,102
Oleksa Novakivskyi,/en/oleksa-novakivskiy,1872 - 1935,51
Guity Novin,/en/guity-novin,born 1944,3
Andrzej Nowacki,/en/andrzej-nowacki,born 1953,26
Jerzy Nowosielski,/en/jerzy-nowosielski,1923 - 2011,12
Requena Nozal,/en/requena-nozal,born 1947,36
Emmerico Nunes,/en/emmerico-nunes,1888 - 1968,13
Nuri Iyem,/en/nuri-iyem,1905 - 2005,18
Romul Nutiu,/en/romul-nutiu,1932 - 2012,74
Jim Nutt,/en/jim-nutt,born 1938,15
Mario Nuzzi,/en/mario-nuzzi,1603 - 1673,15
Alejandro Obregon,/en/alejandro-obregon,1920 - 1992,10
Octavio Ocampo,/en/octavio-ocampo,born 1943,36
Jacob Ochtervelt,/en/jacob-ochtervelt,1634 - 1682,31
John O'Connor,/en/john-o-connor,1830 - 1889,16
Roderic O'Conor,/en/roderic-oconor,1860 - 1940,58
Albert Oehlen,/en/albert-oehlen,born 1954,11
Richard Oelze,/en/richard-oelze,1900 - 1980,15
Chris Ofili,/en/chris-ofili,born 1968,45
Doug Ohlson,/en/doug-ohlson,1936 - 2010,24
Rolf Ohst,/en/rolf-ohst,born 1952,13
Helio Oiticica,/en/helio-oiticica,1937 - 1980,16
